date,developerResponse,review,rating,isEdited,userName,title,sentiment,,,,,
9/28/2024 13:43,"{'id': 47140731, 'body': ""Thank you for sharing your concerns. We sincerely apologize for the challenges you experienced with the app. Our team is currently reviewing this feedback to improve the setup process to prevent these issues from occurring in the future. If you're willing, we’d be happy to investigate this further and provide more personalized support. We hope you might consider giving the app another chance in the future. "", 'modified': '2024-10-01T20:59:30Z'}","As a career banker and someone with an MBA, I found this app extremely difficult to use. It double counted many things which was an effect of using both the recurring bills category and budget tracking. This was not apparent at set up and I could not get it to right itself, even making recurring items inactive and asking for assistance from customer service, who also was not helpful.

At the end of the month, it showed that I had a negative number left in my pocket, which was incorrect, but then when I added a paycheck as income for that period it went negative thousands more…how can that even occur mathematically and in a user-friendly experience?

Do not recommend! Going back to the Dave Ramsey app.",1,FALSE,Captnjess,Hard to Use!,negative,,,,,
2/15/2024 4:32,"{'id': 42045781, 'body': 'Hi there! Thank you very much for your wonderful review! Our team is so pleased to hear you enjoy using PocketGuard. It would be also helpful if you could rate us on Trustpilot here: https://www.trustpilot.com/review/pocketguard.com', 'modified': '2024-02-19T09:14:15Z'}","I came across PocketGuard when looking for a replacement budgeting app after finding out Mint was being shuttered. I had been using Mint for over 7 years and had got used to it. Although I was skeptical that I could get used to a brand new budgeting app I quickly found PG to not just be as good as Mint, but better in almost every way!

I like that they offer a one-time lifetime purchase as I despise monthly subscriptions. The best feature in PG is the recurring income and bills. With Mint I often had problems remembering those quarterly or yearly bills and they’d throw off my whole budget. With PG I never have to worry about forgetting them because they’re always scheduled. It’s also helpful to be able to see next month’s estimated bills and income. 

Highly recommend PocketGuard to any fellow budgeters!",5,FALSE,Jeepsters265,Better than Mint,positive,,,,,
11/12/2023 20:47,"{'id': 40157145, 'body': 'Hi there! Thanks for choosing PocketGuard and for your valuable feedback. This task to organize accounts has already been added to our product backlog. Unfortunately, we don’t know its ETA. Regarding connection issues - please try using our second data provider - Plaid, or create an account manually. Contact us at support@pocketguard.com so we can send you instructions on how to connect accounts with Plaid. Lastly, our support team reviews support inquiries for up to 24 hours and manages subscription cancellations manually, so you don’t need to spend your personal time. You can get a 100% refund within 14 days after purchase.', 'modified': '2023-11-15T17:34:40Z'}","Longtime Mint user here, given the circumstances of Mint shutting down I’ve been on the hunt for a new budgeting app that allows me to gain insights into my money. Here are top things I did not like about this app.  1. My account aren’t organized. I’d like to be able to see a collapsed view of my checking and savings amount but also be able to see them broken out. On the accounts view tab I would see a credit card then a savings account then a checking account from another bank- just no organization.
2. There were a few credit cards I was not able to link. Using the premium version to limit all of my credit cards is critical for me as it allows me to gain a complete view of my finances- especially with subscriptions on certain cards.
3. Cancelling the subscription is NOT the easiest. I was still within the 7 day trial period to cancel but I still have wasn’t sure if I wasn’t going to be changed since I signed up on the web",3,FALSE,Ye’ Ashley,Ok app not the best,positive,,,,,
1/14/2024 21:11,"{'id': 41343461, 'body': ""Hi there! Thank you very much for your valuable feedback! We've passed this to our developers and product team, so we can add these requirements to our 2024 plans after investigation. Feel free to contact us at support@pocketguard.com in case of any concerns. Have a wonderful day!"", 'modified': '2024-01-17T08:45:47Z'}","This app is by far one of the best.  Love the goals and debit payoff. No other budget app has it.  A few things tend to throw everything off tho. 1. Not being about to mark as and “early pay” for the next month. A lot of times my pay post early in my bank, so most of the time toward the end of the month. It post the income in the wrong month that it should be in. 2. Rollover option should be available especially when trying to save up for goals and budget caps.  3. A better 3rd party partner for small banks/connecting accounts.  Most of my transactions come from a smaller bank doing everything manually kind of takes out the purpose of the app. These are  the only things  me from keeping my subscription. I’ll always check back and keep an eye on this app, though just to see if they have any good updates.",4,FALSE,Ccmyplymat3,Almost there  just a few more,positive,,,,,
8/6/2022 2:54,"{'id': 31337690, 'body': 'Hi there! Thanks for the amazing review! We are pleased to know that our budgeting features fit your needs. Be assured that your request is heard, and we will discuss possible ways to improve the app in this matter. Have a great day!\r', 'modified': '2022-08-08T11:35:27Z'}","Finally! An app that let’s me track my expenses real time…and accurately! I have tried 14 other budgeting apps in the last year and each one had something buggy about it, or the process flow didn’t make sense. I used to use Mint but there are too many problems with syncing transactions, etc. This app does all the things I expected the other apps to do and has other cute features (icons for each budget). I’m sticking with this one from now on. After playing with it for a few hours I bought the annual subscription which is reasonable compared to the other apps I’ve tried. My only request is that the Spending and Budgeting screen should be easier to get to once the app opens, since I use it daily to make sure I’m staying within each budget category.",5,FALSE,Chicva,Exactly what I need,positive,,,,positive,1550
8/2/2024 17:00,"{'id': 45816724, 'body': ""Hi there,\n\nThank you for your positive review!\n\nWe're thrilled to hear that PocketGuard has been a fantastic tool for your financial planning.\n\nYour feedback about the year-to-date spending feature is valuable, and our product team is aware of this request and working on it.\n\nIf you have any other suggestions or need assistance, feel free to reach out.\n\nThanks again for your support!"", 'modified': '2024-08-07T09:23:26Z'}","I've been using this app for about 6 months. It's fantastic
I didn't really need an app to plan my financial future, I just wanted to conveniently see what our family is spending money on across all credit cards and bank accounts. This is exactly what this app does in a clear, concise way.  Transactions are automatically assigned categories with good accuracy and you can edit them, create your own, and  include or exclude categories in calculations.  Actually one of our cards was fraudulently used for 2 airline tickets which I was able to notice immediately and rectify thanks to the app. 

 I also wanted an app without a monthly subscription which most other top rated apps have.  I paid for the premium app which is a one time, very reasonable fee.  

One issue is the app really isn't set up as well to track year to date spending. Easy fix though- I have an excel sheet which includes all the categories I enter in less than 5 minutes once a month. This actually leads to another positive though.  The app team is absolutely fantastic about responding to issues and suggestions for improvements. I believe they are about to add a year to date feature and just recently Apple cards are now trackable.",5,FALSE,MikeWR82,Fantastic!,positive,,,,negative,202
1/25/2019 11:52,,"I needed an app that would allow me to setup budget categories and monitor my spending (based on accounts I linked to it). It does that and it does it fairly well. I do have to constantly go in everyday to update the category for which it falls in, but I’m just very particular in how I want my expenditures categorized. I may try using the hashtag feature to simplify things. I also like how it notifies you when you get close to hitting your limits. Moreover it’s all free! There’s a paid version to unlock more features, but for me those aren’t necessary. 

The only downside I’ve noticed is that it doesn’t update or show your expenditures in real time. Meaning, I usually have to wait 2-3 days before an expense is posted which can be frustrating when needing to know where you stand at any given moment in terms of your budget... which is sort of the purpose of the app right?",4,FALSE,Bootlegged,Good Budgeting App,positive,,,,neutral,161
2/19/2020 18:51,,"This app is great if you want something very basic to track your expenses. Bank accounts sync flawlessly, and it is easy to make a custom budget and track purchases.

Where it needs work though is in the integration of the “Spending Limits” category into the rest of the app. For some reason they have 2 separate categories for “Bills” and “Spending Limits.” I am sure most people, like me, primarily use the “Spending Limits” portion which is not really used for any data integration in the rest of the app.

I would like to see “Spending Limits” integrated into the “Overview” tab and future monthly income accounted for in the “Overview” space. It would also be nice to see some changes made in the “Insights” tab. Ideally, “Spending Limits” would be broken into macro categories and these macro categories would comprise the pieces of the pie chart under “Insights.”",4,FALSE,Ajleuty87,Good overall. Needs fine tuning,positive,,,,,
9/30/2018 0:41,,"I really like the idea of having an app that tells you how much is safe to spend without endangering your bills money. It does a pretty good job of categorizing automatically, the need to re-categorize is minimal. However, it’s detecting one of my savings accounts as checking and I have found no way of changing that. Adding such function would be great. Also, maybe allowing us to add an expense for the future would be nice. I added money to the cash account, which was reserved for a transaction a few days into the future. It didn’t let me add anything for the future. So I’ll have to come into the app when it happens in October and add it which doesn’t really make sense. Overall the apps is great, and it’s the closest I’ve found to what I want which is an app like Level Money which is now gone. There is still room for a few improvements.",4,FALSE,Lavmarx,Almost perfect,positive,,,,,
1/4/2024 18:16,"{'id': 41152150, 'body': 'Hi there! Thank you for the review! Please contact us at support@pocketguard.com so that we can get additional information about your issues. Hope for your understanding and have a nice day!', 'modified': '2024-01-08T15:27:28Z'}","Like many others, I had to make the transition from Mint, which wasn’t perfect, but I loved and used religiously for years. I love the debt payoff feature, even though I have to “not count” a lot of transactions to get the balance I have available in my bank account only. The reason it’s not getting 5 stars is because I’m experiencing some bugs with my accounts. One account will not connect and sends regular emails with verification codes that don’t work (even when I’m not trying to connect the account), another one is a loan that reflects the borrowed amount, not the current balance, and the last one I can’t find (even through Plaid). The whole reason I use these apps is so I can see all of my finances in one place, particularly my balances. Once I can achieve that, it will be perfect!",4,FALSE,missarielly,Almost There,positive,,,,,
3/13/2023 23:04,"{'id': 35510331, 'body': 'Hi there! Thanks for the fantastic review. We are glad to know you enjoy using the app. Our support team is happy to help you solve any issues you may have. Have a great day!', 'modified': '2023-03-21T18:13:52Z'}","PocketGuard is an excellent budgeting app that helps users keep track of their finances and manage their money with ease. The app's interface is user-friendly, and it offers a variety of features to help users stay on top of their spending habits, such as tracking bills, setting spending limits, and monitoring savings goals.

One of the standout features of PocketGuard is its exceptional customer service. The app's support team is highly responsive, friendly, and helpful. They provide prompt assistance to users who encounter issues or have questions about the app's features.

Many users also rave about the app's reliability and accuracy. PocketGuard pulls in data from bank accounts and credit cards to give users a comprehensive view of their financial situation. The app updates in real-time, so users can see their spending habits and account balances as they happen.

Overall, PocketGuard is a must-have app for anyone looking to get a better handle on their finances. It offers a range of features and tools to help users manage their money effectively, and its excellent customer service sets it apart from other budgeting apps on the market.",5,FALSE,Nick52456,Excellent app. Life hack,positive,,,,,
2/12/2020 11:09,"{'id': 26881397, 'body': 'Hope you had an opportunity to check updated app?\nRate us if your needs satisfied! ', 'modified': '2021-12-16T20:45:46Z'}","No split transactions. That is a huge problem. No way to balance your budget. You can set spending limits, but those numbers are not calculated. Total income - bills - savings goal - spending limits = monthly budget. There are Issues tracking savings transactions. If I transfer money from checking to an external savings, the transactions will show up as spending in the checking account and income in the savings account. Me transferring money to myself is not spending or income, and it messes up the totals in the income and spending categories. There is no way to fix that other than not including the transactions in the tally. If those issues are fixed, I will give this app 5 stars.",1,FALSE,pv2moondogg,Almost great. Major problems need to be fixed.,negative,,,,,
9/6/2024 13:52,"{'id': 45345918, 'body': 'Hi there,\n\nWe’re sorry to hear about the trouble you’ve experienced. Please contact us again so we can double-check the status of your case. We want to ensure that your issue is resolved as quickly as possible.\n\nThank you for your patience and understanding.', 'modified': '2024-07-18T05:32:09Z'}","Worked for a month and I decided to purchase the premium version. A week after I purchased a year subscription one of my banks no longer updated. I contacted support and they explained it was something on their end and they could not provide a timeline as to when it would be fixed. It’s been two months now and it’s still not fixed and it’s too late to request a refund for purchasing the premium version. I would not recommend PocketGuard and if you do go month to month so you don’t run into the same situation I did. Regards.

06SEP2024 
I wanted to provide an update to my previous review. After working with PocketGuard support for a little over a month, he resolved all issues that I had. I no longer have any connection issues with my financial provider in PocketGuard has also provided updates to budgeting which I couldn’t find more useful I couldn’t be happier to have stuck with the PocketGuard with the help from their team.

I highly recommend PocketGuard to anyone wanting to do spend tracking in budgeting. Thank you to PocketGuard in the support team for all their help!!",5,TRUE,WILLIGSXR,Worked for just over a month…. UPDATED,positive,,,,,
7/12/2018 14:09,"{'id': 26881304, 'body': '\nHope you will enjoy all features: bill organizer, debt payoff planner, budget planner, and bill tracker!\n\nThank you for your feedback!', 'modified': '2021-12-16T20:39:11Z'}","Every transaction is placed into a specific category (in 9/10 cases it's accurate) so you have a great insight on how much you have spent on coffee shops and books, on clothing and sports etc. Having the full picture will help you to understand how do your spending habits look like now and how do you need to change them. To be honest, it was difficult to stay on budget even after a couple of months of using the app. I was really shocked when having seen my 'in my pocket' negative a week before the next month starts. I couldn't believe I'd overspent with my credit card so much... PocketGuard won't change your life, only you can do it. But this app is a great assistant which definitely makes this change go easier.",5,FALSE,Kimber-Hoy,Great assistant in managing your finances,positive,,,,,
5/4/2024 13:42,"{'id': 43773408, 'body': 'Hi there! Thanks for your feedback. Please contact us at support@pocketguard.com, so we can review your issue with your Robinhood account and help you resolve it.', 'modified': '2024-05-08T06:30:17Z'}","As a premium user of PocketGuard, I've found it to be an invaluable tool for managing my finances. It offers excellent oversight of my accounts, helping me stay on top of my spending and savings goals effortlessly.

However, there's one persistent issue that has been bothering me for quite some time now: the inability to connect and display balances from my Robinhood investment account. No matter how many times I try to refresh it, the integration simply doesn't work. This problem has persisted since I became a premium user and hasn't been resolved despite my efforts.

Overall, PocketGuard is a fantastic app for financial management, but the ongoing issue with Robinhood integration detracts from its otherwise stellar performance. I hope the developers address this issue soon to provide a seamless experience for all users.",3,FALSE,Ajoshadkins,"Great Oversight, but Robinhood Integration Falls Short",positive,,,,,
3/5/2024 6:43,"{'id': 42432858, 'body': 'Hi there! Thank you very much for your valuable feedback. We have already put most of the requests into our roadmap for 2024 and hope to improve PocketGuard to meet your expectations. Have a wonderful day and thanks for giving us a try. We will do our best to win you back as a customer one day :)', 'modified': '2024-03-07T08:46:43Z'}","There are simpler ways to do about things that I had expected. Sort of give more options to the users who wants it.

For one, there is no easy way to access any categories that I made without getting deep into each layer. I like to just categorize into whatever category I made but thats so so hard to access.

Second, for each category, there is no ‘money in’ tabs and ‘money out’. So i dont know how much I received money on a particular category or so since there is no distinction.

Third, I like to see my spending details by month. I selected January then I saw my self made category and clicked it and I was presented with all the items that are in that particular category up till this day.

Fourth, if I don’t include a certain spending in any category, it will automatically put it into its own generated category (which is fine by me) but it is not shown in the ‘overview’ tabs which is very frustrating.

I was giving this a try but now Im just contemplating into going back to just an excel sheet. I used Wallet by BudgetBakers before and I liked it except the fact that it can’t import csv pretty well w/o its own issues and some minor bugs. 

I just want more choices to those who wants better control of their finances instead of expecting the app to do it for them. Everyone is different.",2,FALSE,Kariopey,Expected more,positive,,,,,
6/6/2019 3:42,"{'id': 9044349, 'body': 'Hi there! \n\nOur support representative would like to investigate the connecting issues, so would you kindly send us an email to support@pocketguard.com? Specify the name of the institutions you are having issues with and the name of your main bank. \n\nWe will also ask some additional questions about our inboxes and the possible ways to improve this sort of communication. We are looking forward to hearing from you!', 'modified': '2019-06-06T15:05:52Z'}","I like the concept of PocketGuard, but there are a few elements missing to really make it good- being able to split transactions into different categories (not all my grocery store trips are just for groceries), constant bank connecting issues, and you need to upgrade to categorize certain things (gas, coffee shops, etc). I also noticed I only got push notifications AFTER opening the app- that kinda defeats the purpose of saying “hey you’re close to your budget on ____ don’t overspend”. 

I do like that I could connect my main bank and see each account within in it including all of my different shares assigned to that account (checking, savings, trip savings, savings for Christmas, car loan, etc) and decide which to see every log in. The app is very esthetically pleasing and easy to navigate. I did google a few things to figure it how to do it.",3,FALSE,Jcbrcu,Good but is missing some key elements,positive,,,,,
3/1/2020 22:30,,"I absolutely love this app! I used to use the prism app but they started to have system issues and when I tried to address them, I would be waiting over a month to get a response. So I tried this  app called Pocket Guard.  I read a bunch of reviews on a what everyone considered “The best finance apps”. This one stuck out to me the most. They really thought about the user interface and how the consumer would have to use the app. I thoroughly enjoy discovering all the features and information this app provides. I don’t need to use any other app once I set everything up. The customization of categories is such a great feature that I opted to pay the annual subscription rate. Great job Pocket Guard! 👍🏻⭐️⭐️⭐️⭐️⭐️",5,FALSE,music_keeper,Fantastic!,positive,,,,,
5/22/2024 7:49,"{'id': 44269353, 'body': ""Hi there. We're sorry to hear about the difficulties you've experienced with linking your accounts.\n\nWe understand how important a smooth setup process is, and we appreciate your patience as you've worked through these issues. We would like to investigate this further to ensure you have the best possible experience with PocketGuard.\n\nPlease reach out to us at support@pocketguard.com so our team can assist you directly with linking your accounts and address any other concerns you might have.\n\nHope for your understanding."", 'modified': '2024-05-30T14:49:08Z'}","I loved Mint. I used it for years but like many I was left wandering the web finding a new financial planning tool after Mint’s questionable business decision.

I thought YNAB was too complicated and other planning apps are subscription based. I stumbled on this app after searching for “Affordable Budgeting Tools”

I thought I could manage with the free version of the app but I was shocked that they limited the number of accounts that can be linked to 2: one credit card and one bank account. For some this may be manageable but I had student loans and investment accounts I needed to link as well so I sprung for the yearly plan; if it’s good I’ll swap to lifetime. If it doesn’t, I’ll drop it. 

So far, I’ve gotten a rocky impression. My first 2 links must have been flukes because linking all my other accounts has been nightmarishly slow. This app doesn’t use Plaid which is like the go to service for linking financial services. Instead it uses some other method by Mastercard which fails on the first try. I’d give the app a 1 but the developer was wise enough to include Plaid as a secondary. I’m still linking accounts after a couple days; usually it takes a couple hours to set up my finances on a new platform. Overall I’m not impressed but I’m hoping they can change my mind before the year is up.",2,FALSE,Energetic Necromancer,Not a great start,positive,,,,,
5/17/2024 20:09,"{'id': 44017824, 'body': ""Hi there! I'm sorry for the inconvenience. Please contact me directly at ivan@pocketguard.com so that I can review your issue and assist you in resolving it. Hope for your understanding."", 'modified': '2024-05-20T06:17:42Z'}",Buying the annual membership for this app was the worst mistake of my life. This app has CONSTANT SYNCING ISSUES with banking institutions rendering the app worthless. I noticed my Amex account not syncing since the beginning of March however I decided to be patient to see if devs would fix the issue and they never did. After looking at these reviews it appears other users have had the same problems and the developers have been aware since March only to add insult to injury. The app does not function as advertised and I’ve requested refund. I’ve contacted support for PocketGuard and have received no response. Please don’t waste your time this app and go look at Copilot or YNAB for budgeting.,1,FALSE,1GaryHouston,Amex Bank Accounts Don’t Sync,negative,,,,,
